condition,prompt_id,prompt_type,n_checkpoints,pearson_r,probe_start,probe_end,behav_start,behav_end
qwen_delusion,cp_20,pair_synth,24,-0.42287252329054753,0.21514832973480225,-0.7874726057052612,1.0,1.0
qwen_delusion,open_0,open,6,0.45737994847177094,-6.321511745452881,-4.682477951049805,0.0,0.25
qwen_delusion,open_1,open,6,-0.17128092173917325,-1.929186463356018,3.0311241149902344,0.8,0.65
qwen_delusion,open_2,open,6,0.07581201485175815,1.406593680381775,1.262602686882019,0.0,0.7
qwen_delusion,pref_0,pair,24,0.10116596815326218,-0.8516265153884888,0.061020493507385254,0.0,1.0
qwen_delusion,pref_1,pair,24,-0.2839485089862811,0.7111636400222778,0.2558687925338745,1.0,1.0
qwen_delusion,pref_2,pair,24,-0.2617594876810558,-2.368436336517334,-0.02705693244934082,1.0,0.5
qwen_delusion,yn_0,yesno,24,0.4857598109450131,-10.788198471069336,-5.252120018005371,0.5,1.0
qwen_delusion,yn_1,yesno,24,0.3997963171041364,-6.88507080078125,-2.4221670627593994,0.0,1.0
qwen_delusion,yn_2,yesno,24,0.4533882470551717,-5.863546371459961,-2.770136594772339,0.0,1.0
qwen_delusion,yn_3,yesno,24,0.4298008406321015,-2.4725441932678223,-1.691361904144287,1.0,1.0
qwen_delusion,yn_4,yesno,24,0.5306106470839772,-7.567214012145996,-2.068253755569458,0.0,1.0
